iter	R2	RMSE
235	0.8623567008	15.39738054
236	0.8625670663	15.38560984
237	0.8628168476	15.37162198
238	0.8629690124	15.36309444
239	0.8632347751	15.34818935
240	0.8634288012	15.3372984
241	0.8635396799	15.33107116
242	0.8637329537	15.32021033
243	0.863983378	15.30612652
244	0.8641978756	15.29405292
245	0.864522287	15.27577436
246	0.8647667588	15.26198545
247	0.8649298388	15.25278033
248	0.8651040531	15.24294059
249	0.8652847108	15.23273021
250	0.8654770941	15.2218496
251	0.8656406791	15.21259161
252	0.8659342479	15.19596312
253	0.8661618359	15.18305943
254	0.8664159486	15.16863887
255	0.8666450994	15.1556231
256	0.8668578829	15.14352698
257	0.8671070936	15.12934779
258	0.8673086352	15.11787107
259	0.8674659132	15.10890886
260	0.8676097285	15.10070915
261	0.8677913612	15.09034689
262	0.86812798	15.07112375
263	0.8683092491	15.06076193
264	0.8684314776	15.053771
265	0.8686730904	15.03994225
266	0.8688697696	15.02867589
267	0.8690676785	15.01733056
268	0.8694329286	14.99636969
269	0.8695765031	14.98812224
270	0.8697924193	14.97571068
271	0.8700018769	14.96366054
272	0.8701573898	14.95470757
273	0.8704404013	14.93840067
274	0.8706454793	14.92657309
275	0.8707698766	14.91939409
276	0.8708972037	14.91204244
277	0.8709422678	14.90943964
278	0.8711663443	14.89649076
279	0.871288727	14.88941378
280	0.8714620824	14.87938346
281	0.8716314862	14.86957525
282	0.8718190498	14.85870806
283	0.8720449475	14.84560928
284	0.8722560981	14.83335516
285	0.8724327144	14.82309745
286	0.8726166932	14.81240459
287	0.8727773359	14.8030617
288	0.8729099335	14.79534546
289	0.8730474134	14.78734085
290	0.8732205647	14.77725314
291	0.8733880505	14.76748894
292	0.873455819	14.7635363
293	0.8736212628	14.75388222
294	0.8738102775	14.74284499
295	0.8740183349	14.73068622
296	0.874206305	14.7196927
297	0.874365498	14.71037581
298	0.8744978759	14.70262379
299	0.8745893314	14.69726579
300	0.8748276705	14.6832933
301	0.8749070319	14.67863783
302	0.8750767691	14.66867581
303	0.8754096403	14.64911965
304	0.8756506159	14.63494605
305	0.8757752306	14.62761112
306	0.8758978115	14.62039232
307	0.876074981	14.60995249
308	0.8762514676	14.59954547
309	0.8763198086	14.59551356
310	0.8765656878	14.58099823
311	0.8767640345	14.56927841
312	0.8768751084	14.5627112
313	0.8770351464	14.5532438
314	0.8772826642	14.5385892
315	0.8774169331	14.53063347
316	0.8775600634	14.52214787
317	0.8776809997	14.51497419
318	0.8778500865	14.50493839
319	0.8780130128	14.49526165
320	0.8781670228	14.48610854
321	0.8784081996	14.47176332
322	0.878562643	14.46256953
323	0.878674279	14.45592036
324	0.8788378453	14.44617264
325	0.8789824396	14.43755007
326	0.8791463869	14.42776719
327	0.879215469	14.42364302
328	0.8793716854	14.4143126
329	0.8795589621	14.40311908
330	0.8797178719	14.39361421
331	0.8798641125	14.38486158
332	0.8800147848	14.37583812
333	0.8802209427	14.36348257
334	0.8804144908	14.35187308
335	0.880566644	14.34273995
336	0.8807224936	14.33337892
337	0.8808907762	14.32326423
338	0.8810063677	14.31631242
339	0.8811381017	14.30838566
340	0.8812512326	14.30157479
341	0.8814529528	14.28942249
342	0.8816179	14.27947782
343	0.8817796843	14.26971712
344	0.8820229471	14.25502811
345	0.8821810697	14.24547202
346	0.8823592372	14.23469685
347	0.8825948675	14.2204339
348	0.8827520882	14.21090921
349	0.8828586641	14.20444903
350	0.8829937584	14.19625596
351	0.8832021687	14.18360721
352	0.8832933521	14.1780696
353	0.8834692331	14.16738215
354	0.8836276669	14.15774798
355	0.8838992775	14.14121638
356	0.8840151414	14.13415844
357	0.884148354	14.12603932
358	0.8842559205	14.11947989
359	0.8843675891	14.11266709
360	0.8845123266	14.10383188
361	0.8845792129	14.09974708
362	0.8847198379	14.09115512
363	0.8848252564	14.08471078
364	0.8849871129	14.07481059
365	0.8851108826	14.06723534
366	0.8852274808	14.06009527
367	0.8853541069	14.05233703
368	0.8855274517	14.04170943
369	0.8858237397	14.02352566
370	0.8860566092	14.00921744
371	0.8862431268	13.99774667
372	0.8863663482	13.99016344
373	0.8865242928	13.98043728
374	0.8866678067	13.97159388
375	0.8869188584	13.95611048
376	0.8870508334	13.94796413
377	0.8871351618	13.94275635
378	0.8874042583	13.92612501
379	0.8875547358	13.91681619
380	0.887720604	13.90654804
381	0.8879185272	13.89428558
382	0.8880077689	13.88875301
383	0.8881445595	13.88026836
384	0.8882595987	13.87312885
385	0.8884464979	13.86152176
386	0.8886409381	13.84943602
387	0.8887942592	13.83989866
388	0.8889739108	13.82871505
389	0.88919838	13.81472873
390	0.8893298428	13.80653092
391	0.8894822876	13.7970186
392	0.8896514812	13.78645351
393	0.8897983109	13.77727833
394	0.8899532245	13.76759137
395	0.8900551195	13.76121602
396	0.8901757605	13.75366395
397	0.8902998293	13.74589298
398	0.8904220058	13.73823623
399	0.8905465571	13.73042626
400	0.8906380969	13.72468344
401	0.8907207934	13.71949334
402	0.8908596675	13.71077307
403	0.891009174	13.70137896
404	0.8910751089	13.69723395
405	0.8912202107	13.68810768
406	0.8912571538	13.68578315
407	0.891389947	13.67742428
408	0.8915354915	13.66825689
409	0.8916757648	13.6594157
410	0.8917878153	13.65234923
411	0.891954893	13.64180566
412	0.8921853133	13.62725144
413	0.8923765814	13.61515839
414	0.892501309	13.60726662
415	0.8926374221	13.59864924
416	0.8927011237	13.59461439
417	0.8927899739	13.58898463
418	0.8929608119	13.57815336
419	0.893045053	13.57280923
420	0.8931264248	13.56764512
421	0.8932572135	13.55934074
422	0.8933891714	13.55095696
423	0.8934382564	13.54783708
424	0.893617602	13.53643164
425	0.8937275125	13.52943715
426	0.8938421529	13.52213781
427	0.8939320682	13.51640999
428	0.8940723901	13.50746631
429	0.8941962943	13.49956412
430	0.894334717	13.4907305
431	0.8944247547	13.48498154
432	0.8946516761	13.47048156
433	0.894789438	13.46167113
434	0.8949114763	13.45386148
435	0.8950261416	13.44651952
436	0.8951612013	13.43786657
437	0.8952553491	13.43183145
438	0.8953498157	13.42577316
439	0.8953946618	13.42289616
440	0.8954906493	13.41673621
441	0.8956402114	13.40713251
442	0.8957567584	13.39964401
443	0.8959142684	13.38951685
444	0.896002205	13.3838596
445	0.8961363146	13.37522729
446	0.8962141451	13.37021497
447	0.8963033653	13.36446684
448	0.896340236	13.36209067
449	0.8964300453	13.35630106
450	0.8965579267	13.34805277
451	0.8967878838	13.3332078
452	0.8968117508	13.33166611
453	0.8969438395	13.32313061
454	0.8971487391	13.30987928
455	0.8972686877	13.30211581
456	0.8974685338	13.28917102
457	0.8975742385	13.28231902
458	0.8976561718	13.27700551
459	0.8978193295	13.26641811
460	0.8979333578	13.25901373
461	0.8980320225	13.25260363
462	0.8981558541	13.2445541
463	0.8982302267	13.23971724
464	0.8984068887	13.22822085
465	0.8984922145	13.22266464
466	0.898655606	13.21201845
467	0.8987359195	13.20678228
468	0.8988453681	13.19964325
469	0.8990260517	13.1878493
470	0.8990978538	13.18315955
471	0.8991536906	13.17951143
472	0.8992230431	13.17497884
473	0.8994883963	13.15762206
474	0.8995485475	13.15368438
475	0.8996397643	13.1477108
476	0.8997551748	13.14014894
477	0.8998937497	13.13106356
478	0.8999621251	13.12657835
479	0.9000833839	13.11862039
480	0.9002567101	13.10723696
481	0.9003714547	13.09969551
482	0.900456348	13.09411321
483	0.9005475584	13.08811286
484	0.9006586857	13.08079855
485	0.9008642225	13.06725948
486	0.9009035128	13.06466976
487	0.9010700373	13.05368803
488	0.9011368217	13.04928122
489	0.9012013897	13.04501925
490	0.9013975727	13.03206116
491	0.9015137974	13.02437832
492	0.9015922226	13.01919159
493	0.9016311275	13.0166178
494	0.901740512	13.00937867
495	0.9018717319	13.00068912
496	0.9020455594	12.9891691
497	0.9021716693	12.98080506
498	0.902312231	12.97147617
499	0.9023762193	12.96722712
500	0.9024870271	12.95986582
501	0.9026532409	12.94881587
502	0.902713789	12.94478826
503	0.9027813317	12.94029391
504	0.9028519234	12.935595
505	0.9029563664	12.92863966
506	0.9030738758	12.92080969
507	0.9032871039	12.9065896
508	0.903453499	12.89548189
509	0.9035193813	12.89108127
510	0.9036841052	12.88007193
511	0.9037679805	12.8744625
512	0.9039063167	12.86520546
513	0.904062784	12.85472713
514	0.9041827826	12.84668525
515	0.9043240212	12.83721348
516	0.9044719886	12.82728296
517	0.9045672232	12.82088742
518	0.9046422644	12.81584574
519	0.9047919142	12.80578551
520	0.9048498735	12.80188706
521	0.9049784166	12.79323678
522	0.9049927447	12.79227221
523	0.905129865	12.78303759
524	0.9051864373	12.77922567
525	0.9052985616	12.77166723
526	0.9053623214	12.7673671
527	0.9054351883	12.762451
528	0.9054998426	12.75808738
529	0.9056400084	12.74862226
530	0.9056567671	12.74749011
531	0.9057661181	12.74010031
532	0.9059070454	12.7305703
533	0.9060300864	12.72224399
534	0.9060934314	12.71795524
535	0.9062269726	12.70890914
536	0.9062992952	12.70400732
537	0.906363391	12.6996615
538	0.9064807608	12.69169974
539	0.9065686231	12.68573635
540	0.9067317921	12.67465429
541	0.9068423821	12.66713776
542	0.9070206509	12.65501189
543	0.9070886734	12.65038191
544	0.9071043601	12.64931395
545	0.9072333565	12.64052838
546	0.9073298956	12.63394939
547	0.9073912102	12.62976911
548	0.9075390772	12.6196822
549	0.9075977172	12.61567978
550	0.9077116991	12.60789641
551	0.9078282551	12.59993228
552	0.9078821598	12.59624734
553	0.9079887996	12.58895424
554	0.9080480183	12.58490244
555	0.9081027879	12.58115389
556	0.908227286	12.57262882
557	0.9082379033	12.57190153
558	0.9082961874	12.56790828
559	0.9084505081	12.55732908
560	0.908508169	12.55337395
561	0.9087386344	12.53755317
562	0.9088592028	12.52926855
563	0.9089818298	12.52083685
564	0.909148002	12.50940196
565	0.9092150065	12.50478819
566	0.9093673044	12.49429498
567	0.9094343421	12.48967333
568	0.9095319616	12.4829403
569	0.9095661748	12.48057967
570	0.9095757233	12.47992077
571	0.9096979937	12.47148033
572	0.9099170479	12.45634452
573	0.9099809434	12.45192611
574	0.9100689144	12.44584031
575	0.9102059793	12.43635228
576	0.9102158404	12.43566939
577	0.9102278848	12.43483525
578	0.9103021153	12.42969315
579	0.9104565341	12.41898941
580	0.9104907028	12.41661971
581	0.910608494	12.4084471
582	0.9106488478	12.40564602
583	0.9106712169	12.40409305
584	0.9107794997	12.39657275
585	0.9108364192	12.39261784
586	0.9108875962	12.38906084
587	0.911091971	12.37484585
588	0.9111955484	12.36763544
589	0.9113082603	12.35978435
590	0.9113667109	12.35571094
591	0.9115127628	12.34552673
592	0.9115970465	12.3396458
593	0.9117205084	12.33102614
594	0.9117532164	12.32874157
595	0.9119420676	12.31554254
596	0.9120478731	12.30814148
597	0.9121049408	12.30414776
598	0.9122356212	12.29499759
599	0.9122393931	12.29473339
600	0.9123737573	12.28531797
601	0.9125177047	12.27522302
602	0.912617729	12.26820347
603	0.9127392706	12.25966847
604	0.9127956167	12.25570967
605	0.9128491175	12.25194958
606	0.9129701269	12.24344069
607	0.9130903422	12.23498176
608	0.9132185701	12.22595259
609	0.9132239417	12.2255742
610	0.9132632231	12.22280678
611	0.9133236155	12.21855084
612	0.9134018887	12.21303261
613	0.9134448389	12.21000357
614	0.9135607508	12.20182521
615	0.913657981	12.19496074
616	0.9137090952	12.19135052
617	0.9137564627	12.18800397
618	0.9138035929	12.18467327
619	0.9138558888	12.18097646
620	0.9139714275	12.172805
621	0.9140180596	12.16950539
622	0.9140584447	12.16664709
623	0.9141849955	12.15768596
624	0.9142404548	12.15375678
625	0.9142917812	12.15011927
626	0.9143883069	12.14327553
627	0.914525878	12.13351498
628	0.9145754302	12.12999737
629	0.9145826983	12.12948133
630	0.9146686404	12.1233778
631	0.9148298003	12.11192406
632	0.9150024692	12.09964035
633	0.9151752924	12.08733315
634	0.9152241673	12.08385036
635	0.915328561	12.07640799
636	0.9153801316	12.07272976
637	0.9154539918	12.06745978
638	0.9155468164	12.06083342
639	0.9155956555	12.05734555
640	0.915687507	12.05078316
641	0.915720604	12.04841765
642	0.9158571748	12.03865175
643	0.915906161	12.03514691
644	0.9159563161	12.03155738
645	0.9160090608	12.02778137
646	0.9160559686	12.02442222
647	0.9161400385	12.01839949
648	0.9161463374	12.01794811
649	0.9162612921	12.00970761
650	0.9163483161	12.00346555
651	0.9163610907	12.00254898
652	0.9163643184	12.00231738
653	0.9164872237	11.99349524
654	0.916534325	11.99011259
655	0.9165668184	11.98777848
656	0.9165701359	11.98754015
657	0.916751161	11.97452787
658	0.9168542519	11.96711127
659	0.9168896047	11.96456685
660	0.9169407672	11.9608836
661	0.917004046	11.95632653
662	0.9170674157	11.95176116
663	0.9171617847	11.94495927
664	0.9172042486	11.94189732
665	0.9172465204	11.93884842
666	0.9172801044	11.93642559
667	0.9173251956	11.93317184
668	0.9174454467	11.92449024
669	0.9175452811	11.91727783
670	0.9176777274	11.90770267
671	0.9176850319	11.90717437
672	0.9177060348	11.9056552
673	0.9177559751	11.90204216
674	0.9178598227	11.89452558
675	0.9180137246	11.88337727
676	0.9181030583	11.87690133
677	0.9182222918	11.86825241
678	0.9182693673	11.86483592
679	0.9183101707	11.86187384
680	0.9183714545	11.85742361
681	0.9184173181	11.85409206
682	0.9185173853	11.84681987
683	0.9185307746	11.84584648
684	0.9185380831	11.84531513
685	0.9186648633	11.83609404
686	0.9187895541	11.8270179
687	0.9189473514	11.81552197
688	0.9189785879	11.81324499
689	0.9190277034	11.80966382
690	0.919070034	11.8065765
691	0.919146386	11.80100583
692	0.9191915002	11.79771304
693	0.9192309856	11.79483033
694	0.9192804386	11.79121893
695	0.9193196674	11.78835339
696	0.9194582172	11.77822715
697	0.9194911055	11.77582215
698	0.9195208097	11.77364957
699	0.9195638159	11.77050337
700	0.9196507729	11.7641393
701	0.9197480454	11.75701618
702	0.9198287937	11.75109983
703	0.9198977477	11.74604527
704	0.9199141067	11.74484578
705	0.9199195997	11.74444299
706	0.9199784557	11.74012635
707	0.9200276322	11.73651839
708	0.9201180566	11.72988131
709	0.9201391731	11.72833082
710	0.9202196996	11.72241629
711	0.9203314368	11.71420443
712	0.9203358349	11.71388109
713	0.9203591051	11.71217012
714	0.9205172489	11.70053586
715	0.9205336626	11.69932768
716	0.9206437381	11.69122201
717	0.9206864545	11.68807497
718	0.9207293438	11.68491434
719	0.9207675136	11.68210079
720	0.9207870606	11.68065969
721	0.9208931249	11.672837
722	0.9209278847	11.67027218
723	0.9209605771	11.66785939
724	0.921027392	11.66292671
725	0.9210693311	11.65982945
726	0.9211545265	11.65353512
727	0.9211911016	11.65083187
728	0.921270862	11.64493462
729	0.9213427612	11.63961605
730	0.9213757907	11.63717196
731	0.9214161568	11.63418429
732	0.9215048367	11.62761799
733	0.9216215729	11.61896861
734	0.9216869774	11.61411976
735	0.9217352554	11.6105393
736	0.9218265538	11.60376528
737	0.9218696723	11.60056467
738	0.9218950071	11.5986837
739	0.9219250468	11.59645301
740	0.922013199	11.58990455
741	0.9220693902	11.58572841
742	0.9221011512	11.58336726
743	0.9221522757	11.57956559
744	0.9222353948	11.57338211
745	0.9222980015	11.56872243
746	0.9223349158	11.56597409
747	0.9224198306	11.55964956
748	0.9224407107	11.55809386
749	0.9224763173	11.55544046
750	0.9225562183	11.54948403
751	0.9225919035	11.54682278
752	0.9226339476	11.54368654
753	0.9226945442	11.53916489
754	0.9227246728	11.53691606
755	0.9228530783	11.52732684
756	0.9229525244	11.51989481
757	0.9230149496	11.51522705
758	0.9230504855	11.51256907
759	0.9230758676	11.51067017
760	0.9231036794	11.50858915
761	0.9232002703	11.50135881
762	0.9232765182	11.49564803
763	0.9233100591	11.493135
